name,year,selling_price,fuel,km_driven,seller_type,transmission,owner,seats,engine_value,max_power_value,mileage_value
Mahindra XUV500 W8 2WD,2013,750000,Diesel,120000,Individual,Manual,First Owner,7,2179,140.00,15.10
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,79328,Trustmark Dealer,Manual,Second Owner,7,2494,100.60,12.99
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,Diesel,440000,Individual,Manual,Second Owner,7,2494,100.60,12.99
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,750000,Diesel,80000,Individual,Manual,Second Owner,7,2494,100.60,12.99
Toyota Innova 2.5 V Diesel 7-seater,2013,750000,Diesel,95000,Dealer,Manual,First Owner,7,2494,102.00,12.80
Mahindra Thar 4X4,2013,770000,Diesel,85000,Individual,Manual,First Owner,7,2498,105.00,16.55
Mahindra XUV500 W8 4WD,2013,800000,Diesel,150000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Mahindra XUV500 W8 4WD,2013,800000,Diesel,120000,Individual,Manual,Second Owner,7,2179,140.00,15.10
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,800000,Diesel,80000,Individual,Manual,First Owner,7,2494,100.00,12.99
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,Diesel,160000,Individual,Manual,Second Owner,8,2494,100.60,12.99
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,800000,Diesel,110000,Individual,Manual,Second Owner,8,2494,100.60,12.99
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,800000,Diesel,100000,Individual,Manual,First Owner,8,2494,100.60,12.99
Mahindra Ssangyong Rexton RX7,2013,800000,Diesel,117000,Dealer,Automatic,First Owner,7,2696,184.00,11.18
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,Diesel,110000,Individual,Manual,First Owner,8,2494,100.60,12.99
Volkswagen Jetta 2.0L TDI Highline AT,2013,850000,Diesel,84000,Individual,Automatic,Second Owner,5,1968,138.03,16.96
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,830000,Diesel,215000,Individual,Manual,First Owner,7,2494,100.00,12.99
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,Diesel,110000,Individual,Manual,Second Owner,8,2494,100.00,12.99
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013,850000,Diesel,120000,Individual,Manual,Second Owner,8,2494,100.57,12.99
Mahindra Ssangyong Rexton RX7,2013,850000,Diesel,200000,Individual,Automatic,First Owner,7,2696,184.00,11.18
Mahindra XUV500 W8 2WD,2013,900000,Diesel,85036,Dealer,Manual,Second Owner,7,2179,140.00,15.10
Mahindra XUV500 W6 2WD,2013,900000,Diesel,18000,Individual,Manual,First Owner,7,2179,140.00,15.10
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,900000,Diesel,73000,Individual,Manual,First Owner,8,2494,100.00,12.99
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,910000,Diesel,110000,Individual,Manual,Second Owner,7,2494,100.00,12.99
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000,Diesel,70000,Individual,Manual,Second Owner,8,2494,100.00,12.99
Mahindra Ssangyong Rexton RX5,2013,900000,Diesel,70000,Individual,Manual,First Owner,7,2696,162.00,12.83
Volkswagen Jetta 2.0L TDI Highline,2013,950000,Diesel,80000,Individual,Manual,Second Owner,5,1968,138.10,19.33
Mahindra XUV500 W8 2WD,2013,950000,Diesel,49700,Individual,Manual,First Owner,7,2179,140.00,15.10
Mitsubishi Pajero Sport 4X4,2013,950000,Diesel,181491,Dealer,Manual,First Owner,7,2477,175.56,13.50
Renault Koleos 2.0 Diesel,2013,1000000,Diesel,75010,Dealer,Automatic,First Owner,5,1995,148.00,13.73
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1000000,Diesel,190000,Individual,Manual,First Owner,8,2494,100.60,12.99
Mahindra Ssangyong Rexton RX7,2013,1000000,Diesel,40000,Individual,Automatic,First Owner,7,2696,184.00,11.18
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,1050000,Diesel,7200,Individual,Manual,First Owner,8,2494,100.60,12.99
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,1050000,Diesel,217000,Individual,Manual,Second Owner,8,2494,100.60,12.99
Mitsubishi Pajero Sport 4X4,2013,1090000,Diesel,151000,Dealer,Manual,First Owner,7,2477,175.56,13.50
Ford Endeavour Hurricane Limited Edition,2013,1075000,Diesel,110000,Individual,Automatic,Third Owner,7,2953,156.00,12.80
Volvo V40 Cross Country D3,2013,1200000,Diesel,72500,Individual,Automatic,Second Owner,5,1984,150.00,23.30
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,1200000,Diesel,110000,Individual,Automatic,First Owner,5,1968,174.33,17.11
BMW 3 Series 320d Luxury Plus,2013,1300000,Diesel,140000,Individual,Automatic,Second Owner,5,1995,184.00,18.88
Tata Nano LX SE,2012,45000,Petrol,28000,Individual,Manual,Second Owner,4,624,37.50,25.40
Tata Nano Lx BSIV,2012,60000,Petrol,90000,Individual,Manual,First Owner,4,624,37.48,25.40
Tata Nano Cx BSIII,2012,60000,Petrol,40000,Individual,Manual,Second Owner,4,624,38.00,25.40
Tata Nano Cx BSIII,2012,60000,Petrol,45000,Individual,Manual,First Owner,4,624,38.00,25.40
Tata Nano STD,2012,64000,Petrol,18000,Dealer,Manual,First Owner,4,624,37.50,25.40
Tata Nano Lx BSIV,2012,70000,Petrol,50000,Individual,Manual,Second Owner,4,624,37.48,25.40
Maruti Omni 8 Seater BSII,2012,80000,Petrol,120000,Individual,Manual,Second Owner,8,796,35.00,19.70
Chevrolet Spark 1.0 LT,2012,80000,Petrol,70000,Individual,Manual,Second Owner,5,995,62.10,16.20
Tata Indica V2 LSi,2012,75000,Petrol,12000,Individual,Manual,First Owner,5,1193,64.40,16.84
Maruti 800 AC,2012,100000,Petrol,51000,Individual,Manual,First Owner,4,796,37.00,16.10
Maruti 800 Std,2012,100000,Petrol,70000,Individual,Manual,Second Owner,4,796,37.00,16.10
Maruti 800 AC,2012,100000,Petrol,30000,Individual,Manual,First Owner,4,796,37.00,16.10
Tata Indica V2 eLX,2012,83000,Diesel,90000,Individual,Manual,Second Owner,5,1396,69.00,25.00
Maruti Alto K10 2010-2014 VXI,2012,110000,Petrol,80000,Individual,Manual,First Owner,5,998,67.10,20.92
Tata Indigo LS,2012,95000,Diesel,265000,Individual,Manual,Second Owner,5,1405,70.00,17.00
Chevrolet Beat Diesel,2012,120000,Diesel,60000,Individual,Manual,Second Owner,5,936,57.60,25.44
Maruti Alto LXi,2012,135000,Petrol,70000,Individual,Manual,First Owner,5,796,46.30,19.70
Chevrolet Spark 1.0 LT,2012,125000,Petrol,40000,Individual,Manual,Second Owner,5,995,62.10,16.20
Chevrolet Spark 1.0 LT,2012,130000,Petrol,110000,Individual,Manual,First Owner,5,995,62.10,16.20
Chevrolet Spark 1.0 LT,2012,130000,Petrol,70000,Individual,Manual,First Owner,5,995,62.00,18.00
Hyundai EON D Lite Plus,2012,140000,Petrol,20000,Individual,Manual,First Owner,5,814,55.20,21.10
Tata Indigo VS,2012,110000,Diesel,120000,Individual,Manual,Second Owner,5,1405,70.00,17.80
Chevrolet Beat LS,2012,120000,Petrol,60000,Individual,Manual,Third Owner,5,1199,79.40,18.60
Chevrolet Beat LT,2012,120000,Petrol,70000,Individual,Manual,Third Owner,5,1199,79.40,18.60
Chevrolet Beat Diesel,2012,135000,Diesel,49000,Individual,Manual,Third Owner,5,936,57.60,25.44
Maruti Alto LXi,2012,145000,Petrol,70000,Individual,Manual,First Owner,5,796,46.30,19.70
Chevrolet Beat LS,2012,124000,Petrol,40000,Individual,Manual,Second Owner,5,1199,79.40,18.60
Chevrolet Beat Diesel LS,2012,140000,Diesel,75000,Individual,Manual,First Owner,5,936,57.60,25.44
Maruti Omni 8 Seater BSIV,2012,150000,Petrol,35000,Individual,Manual,Second Owner,5,796,35.00,14.00
Maruti 800 Std,2012,150000,Petrol,76000,Individual,Manual,First Owner,4,796,37.00,16.10
Tata Indica Vista Quadrajet LS,2012,125000,Diesel,120000,Individual,Manual,First Owner,5,1248,74.00,22.30
Tata Indica Vista TDI LS,2012,119000,Diesel,95000,Individual,Manual,Second Owner,5,1405,70.00,19.40
Hyundai EON Sportz,2012,150000,Petrol,40000,Individual,Manual,First Owner,5,814,55.20,21.10
Tata Indica Vista Quadrajet VX,2012,130000,Diesel,60000,Individual,Manual,First Owner,5,1248,74.00,22.30
Chevrolet Beat Diesel LT,2012,150000,Diesel,110000,Individual,Manual,First Owner,5,936,57.60,25.44
Chevrolet Beat Diesel LT,2012,150000,Diesel,70000,Individual,Manual,Second Owner,5,936,57.60,25.44
Maruti Omni 8 Seater BSIV,2012,160000,Petrol,62000,Individual,Manual,First Owner,5,796,35.00,14.00
Maruti Alto LX,2012,160000,Petrol,110000,Individual,Manual,First Owner,5,796,46.30,19.70
Chevrolet Beat Diesel LT,2012,155000,Diesel,98000,Individual,Manual,First Owner,5,936,57.60,25.44
Chevrolet Beat LT,2012,141000,Petrol,128000,Individual,Manual,Third Owner,5,1199,79.40,18.60
Tata Manza Aqua Quadrajet BS IV,2012,140000,Diesel,195000,Individual,Manual,Second Owner,5,1248,88.80,21.12
Chevrolet Beat LT,2012,145000,Petrol,120000,Individual,Manual,First Owner,5,1199,79.40,18.60
Tata Indigo TDI,2012,135000,Diesel,146000,Individual,Manual,First Owner,5,1405,70.00,19.61
Tata Indica V2 Turbomax DLS BS IV,2012,135000,Diesel,120000,Individual,Manual,Second Owner,5,1405,71.00,19.00
Hyundai EON D Lite,2012,170000,Petrol,40000,Individual,Manual,First Owner,5,814,55.20,21.10
Tata Indigo eCS LX TDI BSIII,2012,140000,Diesel,80000,Individual,Manual,Fourth & Above Owner,5,1396,69.00,19.09
Ford Figo Diesel LXI,2012,140000,Diesel,70000,Individual,Manual,Fourth & Above Owner,5,1399,68.00,20.00
Tata Indica Vista TDI LX,2012,140000,Diesel,185000,Individual,Manual,Second Owner,5,1405,70.00,19.40
Chevrolet Beat Diesel LT,2012,165000,Diesel,70000,Individual,Manual,Second Owner,5,936,57.60,25.44
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,Diesel,231438,Individual,Manual,Second Owner,5,1248,75.00,18.40
Tata Indica Vista Quadrajet VX,2012,150000,Diesel,110000,Individual,Manual,First Owner,5,1248,74.00,22.30
Mahindra Verito 1.5 D2 BSIV,2012,140000,Diesel,120000,Individual,Manual,Second Owner,5,1461,65.00,21.03
Chevrolet Beat Diesel LT,2012,170000,Diesel,90000,Individual,Manual,First Owner,5,936,57.60,25.44
Maruti Alto LXi,2012,180000,Petrol,70000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto LXi,2012,180000,Petrol,80000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto 800 LXI,2012,180000,Petrol,80000,Individual,Manual,First Owner,5,796,47.30,22.74
Hyundai EON Era,2012,179000,Petrol,30000,Individual,Manual,Second Owner,5,814,55.20,21.10
Chevrolet Spark 1.0 LT,2012,170000,Petrol,80000,Individual,Manual,First Owner,5,995,62.10,16.20
Maruti Alto K10 2010-2014 VXI,2012,170000,Petrol,90000,Individual,Manual,Third Owner,5,998,67.10,20.92
Hyundai EON Magna Plus,2012,180000,Petrol,56000,Individual,Manual,First Owner,5,814,55.20,21.10
Hyundai EON Era Plus,2012,180000,Petrol,100000,Individual,Manual,Second Owner,5,814,55.20,21.10
Hyundai EON Era Plus,2012,180000,Petrol,120000,Individual,Manual,Second Owner,5,814,55.20,21.10
Tata Indigo CS LX (TDI) BS III,2012,150000,Diesel,150000,Individual,Manual,Third Owner,5,1396,69.00,19.09
Tata Indigo CS LS (TDI) BS III,2012,150000,Diesel,90000,Individual,Manual,First Owner,5,1396,69.00,19.09
Chevrolet Beat Diesel LT,2012,175000,Diesel,56365,Dealer,Manual,First Owner,5,936,56.30,25.44
Maruti Alto LXi,2012,185000,Petrol,60000,Individual,Manual,Second Owner,5,796,46.30,19.70
Hyundai EON Era Plus,2012,185000,Petrol,50000,Individual,Manual,Second Owner,5,814,55.20,21.10
Tata Indigo CS eLX BS IV,2012,155000,Diesel,50000,Individual,Manual,First Owner,5,1396,69.00,23.03
Chevrolet Beat Diesel LT,2012,180000,Diesel,120000,Individual,Manual,First Owner,5,936,57.60,25.44
Tata Indigo eCS LS TDI BSIII,2012,158000,Diesel,110000,Individual,Manual,Second Owner,5,1396,69.00,19.09
Hyundai EON Era,2012,190000,Petrol,100000,Individual,Manual,First Owner,5,814,55.20,21.10
Hyundai EON Sportz,2012,190000,Petrol,65000,Individual,Manual,First Owner,5,814,55.20,21.10
Fiat Grande Punto Active (Diesel),2012,170000,Diesel,60000,Individual,Manual,Second Owner,5,1248,75.00,20.30
Hyundai Santro Xing GL Plus,2012,180000,Petrol,70000,Individual,Manual,First Owner,5,1086,62.10,17.92
Hyundai EON Magna Plus,2012,195000,Petrol,80000,Individual,Manual,Second Owner,5,814,55.20,21.10
Hyundai EON Sportz,2012,195000,Petrol,35000,Individual,Manual,Second Owner,5,814,55.20,21.10
Tata Indica Vista Quadrajet VX,2012,175000,Diesel,60000,Individual,Manual,First Owner,5,1248,74.00,22.30
Tata Indigo CS LS (TDI) BS III,2012,168000,Diesel,190000,Individual,Manual,Second Owner,5,1396,69.00,19.09
Maruti Alto LXi,2012,200000,Petrol,50000,Individual,Manual,Second Owner,5,796,46.30,19.70
Maruti Alto 800 LXI,2012,200000,Petrol,38000,Dealer,Manual,Second Owner,5,796,47.30,24.70
Hyundai EON D Lite,2012,200000,Petrol,70000,Individual,Manual,First Owner,5,814,55.20,21.10
Tata Indigo CS LS (TDI) BS III,2012,170000,Diesel,120000,Individual,Manual,Third Owner,5,1396,69.00,19.09
Chevrolet Beat LT,2012,180000,Petrol,60000,Individual,Manual,First Owner,5,1199,79.40,18.60
Maruti Zen Estilo VXI BSIV,2012,191000,Petrol,90000,Individual,Manual,First Owner,5,998,67.10,19.00
Maruti Zen Estilo LXI BS IV,2012,195000,Petrol,35000,Individual,Manual,Second Owner,5,998,67.10,19.00
Ford Figo Diesel Titanium,2012,175000,Diesel,120000,Individual,Manual,Second Owner,5,1399,68.00,20.00
Tata Safari DICOR 2.2 LX 4x2,2012,132000,Diesel,82507,Dealer,Manual,First Owner,7,2179,138.03,13.93
Tata Venture EX 7 Str,2012,175000,Diesel,90000,Individual,Manual,Second Owner,7,1405,70.00,15.42
Tata Indica Vista TDI LS,2012,175000,Diesel,90000,Individual,Manual,Third Owner,5,1405,70.00,19.40
Chevrolet Beat Diesel LT,2012,200000,Diesel,70000,Individual,Manual,Second Owner,5,936,57.60,25.44
Maruti Alto K10 LXI,2012,200000,Petrol,29500,Individual,Manual,First Owner,5,998,67.10,20.92
Maruti Alto K10 2010-2014 VXI,2012,200000,Petrol,70000,Individual,Manual,Second Owner,5,998,67.10,20.92
Mahindra Verito 1.4 G4 BSIV,2012,180000,Petrol,110000,Individual,Manual,Second Owner,5,1390,75.00,13.87
Maruti Eeco 5 Seater AC BSIV,2012,190000,Petrol,110000,Individual,Manual,First Owner,5,1196,73.00,15.37
Tata Indigo CS LX (TDI) BS III,2012,180000,Diesel,50000,Individual,Manual,Third Owner,5,1396,69.00,19.09
Skoda Fabia Scout 1.2 TDI,2012,190000,Diesel,110000,Individual,Manual,First Owner,5,1199,75.00,21.00
Tata Indica Vista TDI LX,2012,180000,Diesel,100000,Individual,Manual,Second Owner,5,1405,70.00,19.40
Maruti Alto LXi,2012,215000,Petrol,90000,Individual,Manual,Third Owner,5,796,46.30,19.70
Maruti Alto K10 2010-2014 VXI,2012,204000,Petrol,110000,Individual,Manual,Third Owner,5,998,67.10,20.92
Hyundai Santro Xing GL Plus,2012,200000,Petrol,90000,Individual,Manual,Second Owner,5,1086,62.10,17.92
Tata Indigo LX,2012,185000,Diesel,80000,Individual,Manual,First Owner,5,1405,70.00,16.10
Maruti Alto LXi,2012,220000,Petrol,111000,Individual,Manual,First Owner,5,796,46.30,19.70
Maruti Alto 800 LXI,2012,220000,Petrol,100000,Individual,Manual,First Owner,5,796,47.30,22.74
Skoda Fabia 1.2 TDI Active Plus,2012,199000,Diesel,50000,Individual,Manual,Second Owner,5,1199,75.00,20.86
Ford Figo Diesel Titanium,2012,190000,Diesel,112000,Individual,Manual,Second Owner,5,1399,68.00,20.00
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,200000,Diesel,180000,Individual,Manual,First Owner,5,1248,75.00,18.40
Tata Indica Vista Quadrajet VX,2012,200000,Diesel,90000,Individual,Manual,First Owner,5,1248,74.00,22.30
Maruti Alto LX,2012,225000,Petrol,40000,Individual,Manual,First Owner,5,796,46.30,19.70
Ford Figo Diesel EXI Option,2012,195000,Diesel,163720,Dealer,Manual,First Owner,5,1399,68.00,18.50
Chevrolet Beat Diesel LT,2012,220000,Diesel,70000,Individual,Manual,Second Owner,5,936,57.60,25.44
Tata Manza Aura (ABS) Safire BS IV,2012,200000,Petrol,80868,Individual,Manual,Third Owner,5,1368,88.80,13.70
Maruti Wagon R LXI BS IV,2012,220000,Petrol,360003,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Wagon R LXI BSIII,2012,220000,Petrol,60000,Individual,Manual,Third Owner,5,998,67.10,18.90
Maruti Alto K10 2010-2014 VXI,2012,220000,Petrol,13000,Individual,Manual,First Owner,5,998,67.10,20.92
Tata Indica V2 GLX BSIII,2012,200000,Petrol,30078,Dealer,Manual,First Owner,5,1396,70.00,15.30
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,200000,Diesel,137000,Individual,Manual,First Owner,5,1399,67.00,17.80
Ford Figo Diesel EXI,2012,200000,Diesel,104500,Individual,Manual,Second Owner,5,1399,68.00,20.00
Tata Indigo eCS LX BSIV,2012,200000,Diesel,120000,Individual,Manual,First Owner,5,1396,69.00,23.03
Tata Indigo CR4,2012,200000,Diesel,90000,Individual,Manual,First Owner,5,1396,70.00,23.57
Tata Indigo CR4,2012,200000,Diesel,230000,Individual,Manual,First Owner,5,1396,70.00,23.57
Hyundai i10 Magna 1.2 iTech SE,2012,210000,Petrol,76000,Individual,Manual,Fourth & Above Owner,5,1197,78.90,20.36
Maruti Wagon R VXI BSIII,2012,221000,Petrol,70000,Individual,Manual,First Owner,5,998,67.10,18.90
Chevrolet Beat Diesel LT,2012,225000,Diesel,100000,Individual,Manual,Third Owner,5,936,57.60,25.44
Mahindra Verito 1.5 D4 BSIII,2012,200000,Diesel,80000,Individual,Manual,Second Owner,5,1461,65.00,20.80
Maruti Wagon R LXI BSIII,2012,225000,Petrol,80000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Wagon R VXi BSII,2012,225000,Petrol,80000,Individual,Manual,First Owner,5,998,67.10,18.90
Tata Indigo CS LX (TDI) BS III,2012,204999,Diesel,120000,Individual,Manual,Second Owner,5,1396,69.00,19.09
Nissan Micra Diesel XV Premium,2012,204999,Diesel,120000,Individual,Manual,First Owner,5,1461,63.10,23.08
Hyundai i10 Magna 1.1L,2012,225000,Petrol,110000,Individual,Manual,First Owner,5,1086,68.05,19.81
Maruti Alto K10 2010-2014 VXI,2012,229999,Petrol,50000,Individual,Manual,First Owner,5,998,67.10,20.92
Skoda Fabia 1.2 TDI Ambition Plus,2012,220000,Diesel,70000,Individual,Manual,Third Owner,5,1199,75.00,20.86
Hyundai i10 Magna,2012,220000,Petrol,67000,Individual,Manual,Second Owner,5,1197,78.90,20.36
Maruti Ritz VDi,2012,220000,Diesel,70000,Individual,Manual,Second Owner,5,1248,73.94,23.20
Hyundai EON Era Plus,2012,244000,Petrol,38000,Individual,Manual,First Owner,5,814,55.20,21.10
Maruti A-Star Zxi,2012,235000,Petrol,98500,Individual,Manual,Second Owner,5,998,66.10,19.00
Maruti Alto K10 2010-2014 VXI,2012,235000,Petrol,80000,Individual,Manual,Third Owner,5,998,67.10,20.92
Maruti Wagon R VXI BSIII,2012,240000,Petrol,35000,Individual,Manual,First Owner,5,998,67.10,18.90
Hyundai EON Magna Plus Option,2012,250000,Petrol,44588,Dealer,Manual,First Owner,5,814,55.20,21.10
Hyundai EON Era,2012,250000,Petrol,25000,Individual,Manual,First Owner,5,814,55.20,21.10
Ford Figo Diesel EXI,2012,220000,Diesel,100000,Individual,Manual,Second Owner,5,1399,68.00,20.00
Ford Figo Diesel Titanium,2012,220000,Diesel,110000,Individual,Manual,First Owner,5,1399,68.00,20.00
Tata Indigo CS eLS BS IV,2012,220000,Diesel,90000,Individual,Manual,First Owner,5,1396,69.00,23.03
Volkswagen Polo Diesel Comfortline 1.2L,2012,229999,Diesel,70000,Individual,Manual,Fourth & Above Owner,5,1199,73.90,22.07
Honda Brio E MT,2012,229999,Petrol,110000,Individual,Manual,First Owner,5,1198,86.80,19.40
Maruti Ritz VDi,2012,229999,Diesel,120000,Individual,Manual,First Owner,5,1248,73.94,23.20
Renault Pulse RxL,2012,220000,Diesel,75000,Individual,Manual,First Owner,5,1461,63.12,23.08
Maruti Alto 800 LXI,2012,254999,Petrol,30000,Individual,Manual,First Owner,5,796,47.30,22.74
Nissan Sunny Diesel XL,2012,220000,Diesel,110000,Individual,Manual,Third Owner,5,1461,84.80,21.64
Ford Figo Diesel LXI,2012,225000,Diesel,60000,Individual,Manual,First Owner,5,1399,68.00,20.00
Ford Figo Diesel Titanium,2012,225000,Diesel,87237,Dealer,Manual,Second Owner,5,1399,68.05,20.00
Tata Sumo EX 10/7 Str BSIII,2012,200000,Diesel,67500,Individual,Manual,First Owner,10,1948,68.00,12.20
Mahindra Verito 1.5 D2 BSIII,2012,225000,Diesel,110000,Individual,Manual,Second Owner,5,1461,65.00,20.80
Renault Pulse RxL,2012,225000,Diesel,110000,Individual,Manual,Second Owner,5,1461,63.12,23.08
Maruti Wagon R VXI BS IV,2012,250000,Petrol,65000,Individual,Manual,Second Owner,5,998,67.10,18.90
Maruti Alto K10 2010-2014 VXI,2012,250000,Petrol,90000,Individual,Manual,First Owner,5,998,67.10,20.92
Tata Indigo CR4,2012,229999,Diesel,186000,Individual,Manual,First Owner,5,1396,70.00,23.57
Volkswagen Polo Diesel Trendline 1.2L,2012,240000,Diesel,200000,Individual,Manual,First Owner,5,1199,73.90,22.07
Tata Indigo V BSIII,2012,229999,Diesel,50000,Individual,Manual,First Owner,5,1405,70.00,17.00
Hyundai Accent Executive,2012,225000,Petrol,109322,Individual,Manual,Second Owner,5,1495,93.70,16.36
Maruti Alto K10 2010-2014 VXI,2012,252000,Petrol,48000,Individual,Manual,First Owner,5,998,67.10,20.92
Maruti Ritz VDi,2012,240000,Diesel,90000,Individual,Manual,Second Owner,5,1248,73.94,23.20
Nissan Micra Diesel XV Premium,2012,229999,Diesel,166000,Individual,Manual,Second Owner,5,1461,63.10,23.08
Honda Brio 1.2 S MT,2012,245000,Petrol,30000,Dealer,Manual,First Owner,5,1198,86.80,18.50
Maruti Wagon R VXI BSIII,2012,260000,Petrol,31000,Individual,Manual,First Owner,5,998,67.10,18.90
Maruti Alto K10 Knightracer,2012,260000,Petrol,16830,Individual,Manual,First Owner,5,998,67.10,20.20
Hyundai EON Era Plus,2012,270000,Petrol,43755,Dealer,Manual,Second Owner,5,814,55.20,21.10
Hyundai i10 Magna,2012,250000,Petrol,103000,Individual,Manual,First Owner,5,1197,78.90,20.36
